Name,Price,Mrp,Reviews,Rating,Link
"Redmi A4 5G (Starry Black, 4GB RAM, 128GB Storage) | Global Debut SD 4s Gen 2 | Segment Largest 6.88in 120Hz | 50MP Dual Camera | 18W Fast Charging",9498,11999,"3,668",3.9 out of 5 stars,https://www.amazon.in/Redmi-A4-5G-Storage-Charging/dp/B0DLW4QD72/ref=sr_1_24?dib=eyJ2IjoiMSJ9._L2-XbrDiQVb0mQ1-hCqD3S04S9wHukvEZpF_nkGFpsNdx_pCf0bIetn7SYxjtIITwFyXKe61baCIh72rStYskJfsPteBzkBq-KwCTFZ31eTLke5ndyuTwAqvIHQsKxAvLT6DgTAuz0BA8xa6Bv4zLriWMnjh0LmiE_Ql5q8W1Ilm06K8acFzroYQvmpsYMPfjsGbSx4FGw82WeWkRY_wMiPLxTpqudjc516bbBVltw.iMFHKIUuB45eoPMoalHgHW6QhyHZYetmu3SSogt-5mQ&dib_tag=se&keywords=mobile+phone+under+20000&qid=1750315688&sr=8-24
"realme NARZO N61 (Voyage Blue,6GB RAM+128GB Storage) 90Hz Eye Comfort Display | IP54 Dust & Water Resistance | 48-Month Fluency | Charger in The Box",8499,10999,"3,419",4.0 out of 5 stars,https://www.amazon.in/realme-Storage-Comfort-Resistance-48-Month/dp/B0D947DTLT/ref=sr_1_25?dib=eyJ2IjoiMSJ9._L2-XbrDiQVb0mQ1-hCqD3S04S9wHukvEZpF_nkGFpsNdx_pCf0bIetn7SYxjtIITwFyXKe61baCIh72rStYskJfsPteBzkBq-KwCTFZ31eTLke5ndyuTwAqvIHQsKxAvLT6DgTAuz0BA8xa6Bv4zLriWMnjh0LmiE_Ql5q8W1Ilm06K8acFzroYQvmpsYMPfjsGbSx4FGw82WeWkRY_wMiPLxTpqudjc516bbBVltw.iMFHKIUuB45eoPMoalHgHW6QhyHZYetmu3SSogt-5mQ&dib_tag=se&keywords=mobile+phone+under+20000&qid=1750315688&sr=8-25
"realme P1 Speed 5G (Textured Titanium, 256 GB) (12 GB RAM)",16337,22999,23,4.0 out of 5 stars,https://www.amazon.in/realme-Speed-Textured-Titanium-256/dp/B0DK6829WV/ref=sr_1_26?dib=eyJ2IjoiMSJ9._L2-XbrDiQVb0mQ1-hCqD3S04S9wHukvEZpF_nkGFpsNdx_pCf0bIetn7SYxjtIITwFyXKe61baCIh72rStYskJfsPteBzkBq-KwCTFZ31eTLke5ndyuTwAqvIHQsKxAvLT6DgTAuz0BA8xa6Bv4zLriWMnjh0LmiE_Ql5q8W1Ilm06K8acFzroYQvmpsYMPfjsGbSx4FGw82WeWkRY_wMiPLxTpqudjc516bbBVltw.iMFHKIUuB45eoPMoalHgHW6QhyHZYetmu3SSogt-5mQ&dib_tag=se&keywords=mobile+phone+under+20000&qid=1750315688&sr=8-26
"Redmi Note 14 5G (Titan Black, 8GB RAM 256GB Storage) | Global Debut MTK Dimensity 7025 Ultra | 2100 nits Segment Brightest 120Hz AMOLED | 50MP Sony LYT 600 OIS+EIS Triple Camera",19999,24999,922,3.8 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MjAyOTg4ODAzNjk2MTk0OjE3NTAzMTU2ODg6c3BfbXRmOjMwMDQzNDkwNTkyMzYzMjo6MDo6&url=%2FRedmi-Note-14-5G-Dimensity%2Fdp%2FB0DPFVDFT3%2Fref%3Dsr_1_27_sspa%3Fdib%3DeyJ2IjoiMSJ9._L2-XbrDiQVb0mQ1-hCqD3S04S9wHukvEZpF_nkGFpsNdx_pCf0bIetn7SYxjtIITwFyXKe61baCIh72rStYskJfsPteBzkBq-KwCTFZ31eTLke5ndyuTwAqvIHQsKxAvLT6DgTAuz0BA8xa6Bv4zLriWMnjh0LmiE_Ql5q8W1Ilm06K8acFzroYQvmpsYMPfjsGbSx4FGw82WeWkRY_wMiPLxTpqudjc516bbBVltw.iMFHKIUuB45eoPMoalHgHW6QhyHZYetmu3SSogt-5mQ%26dib_tag%3Dse%26keywords%3Dmobile%2Bphone%2Bunder%2B20000%26qid%3D1750315688%26sr%3D8-27-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"OPPO A5 Pro 5G (Mocha Brown, 8GB RAM, 256GB Storage)|6.67” HD+ 120Hz Refresh Rate Screen | 45W SUPERVOOC|with No Cost EMI/Additional Exchange Offers",19999,23999,28,4.2 out of 5 stars,https://www.amazon.in/OPPO-Storage-SUPERVOOC-Additional-Exchange/dp/B0F4KNDV58/ref=sr_1_29?dib=eyJ2IjoiMSJ9._L2-XbrDiQVb0mQ1-hCqD3S04S9wHukvEZpF_nkGFpsNdx_pCf0bIetn7SYxjtIITwFyXKe61baCIh72rStYskJfsPteBzkBq-KwCTFZ31eTLke5ndyuTwAqvIHQsKxAvLT6DgTAuz0BA8xa6Bv4zLriWMnjh0LmiE_Ql5q8W1Ilm06K8acFzroYQvmpsYMPfjsGbSx4FGw82WeWkRY_wMiPLxTpqudjc516bbBVltw.iMFHKIUuB45eoPMoalHgHW6QhyHZYetmu3SSogt-5mQ&dib_tag=se&keywords=mobile+phone+under+20000&qid=1750315688&sr=8-29
"Motorola G45 5G (Brilliant Blue, 8GB RAM, 128GB Storage)",11742,14999,681,4.0 out of 5 stars,https://www.amazon.in/Motorola-Brilliant-Blue-128GB-Storage/dp/B0DDY9HMJG/ref=sr_1_30?dib=eyJ2IjoiMSJ9._L2-XbrDiQVb0mQ1-hCqD3S04S9wHukvEZpF_nkGFpsNdx_pCf0bIetn7SYxjtIITwFyXKe61baCIh72rStYskJfsPteBzkBq-KwCTFZ31eTLke5ndyuTwAqvIHQsKxAvLT6DgTAuz0BA8xa6Bv4zLriWMnjh0LmiE_Ql5q8W1Ilm06K8acFzroYQvmpsYMPfjsGbSx4FGw82WeWkRY_wMiPLxTpqudjc516bbBVltw.iMFHKIUuB45eoPMoalHgHW6QhyHZYetmu3SSogt-5mQ&dib_tag=se&keywords=mobile+phone+under+20000&qid=1750315688&sr=8-30
"Moto G85 5G (256, Olive Green, New)",19490,22999,152,3.9 out of 5 stars,https://www.amazon.in/Moto-G85-256-Olive-Green/dp/B0D9GM982V/ref=sr_1_31?dib=eyJ2IjoiMSJ9._L2-XbrDiQVb0mQ1-hCqD3S04S9wHukvEZpF_nkGFpsNdx_pCf0bIetn7SYxjtIITwFyXKe61baCIh72rStYskJfsPteBzkBq-KwCTFZ31eTLke5ndyuTwAqvIHQsKxAvLT6DgTAuz0BA8xa6Bv4zLriWMnjh0LmiE_Ql5q8W1Ilm06K8acFzroYQvmpsYMPfjsGbSx4FGw82WeWkRY_wMiPLxTpqudjc516bbBVltw.iMFHKIUuB45eoPMoalHgHW6QhyHZYetmu3SSogt-5mQ&dib_tag=se&keywords=mobile+phone+under+20000&qid=1750315688&sr=8-31
"Redmi Note 14 5G (Titan Black, 8GB RAM 256GB Storage) | Global Debut MTK Dimensity 7025 Ultra | 2100 nits Segment Brightest 120Hz AMOLED | 50MP Sony LYT 600 OIS+EIS Triple Camera",19999,24999,922,3.8 out of 5 stars,https://www.amazon.in/Redmi-Note-14-5G-Dimensity/dp/B0DPFVDFT3/ref=sr_1_32?dib=eyJ2IjoiMSJ9._L2-XbrDiQVb0mQ1-hCqD3S04S9wHukvEZpF_nkGFpsNdx_pCf0bIetn7SYxjtIITwFyXKe61baCIh72rStYskJfsPteBzkBq-KwCTFZ31eTLke5ndyuTwAqvIHQsKxAvLT6DgTAuz0BA8xa6Bv4zLriWMnjh0LmiE_Ql5q8W1Ilm06K8acFzroYQvmpsYMPfjsGbSx4FGw82WeWkRY_wMiPLxTpqudjc516bbBVltw.iMFHKIUuB45eoPMoalHgHW6QhyHZYetmu3SSogt-5mQ&dib_tag=se&keywords=mobile+phone+under+20000&qid=1750315688&sr=8-32
"Moto G85 5G 8GB 128GB, Olive Green, New",15941,20999,270,4.0 out of 5 stars,https://www.amazon.in/Moto-G85-128GB-Olive-Green/dp/B0D9GM15RC/ref=sr_1_33?dib=eyJ2IjoiMSJ9._L2-XbrDiQVb0mQ1-hCqD3S04S9wHukvEZpF_nkGFpsNdx_pCf0bIetn7SYxjtIITwFyXKe61baCIh72rStYskJfsPteBzkBq-KwCTFZ31eTLke5ndyuTwAqvIHQsKxAvLT6DgTAuz0BA8xa6Bv4zLriWMnjh0LmiE_Ql5q8W1Ilm06K8acFzroYQvmpsYMPfjsGbSx4FGw82WeWkRY_wMiPLxTpqudjc516bbBVltw.iMFHKIUuB45eoPMoalHgHW6QhyHZYetmu3SSogt-5mQ&dib_tag=se&keywords=mobile+phone+under+20000&qid=1750315688&sr=8-33
"Samsung Galaxy M35 5G (Thunder Grey,8GB RAM,128GB Storage)| Corning Gorilla Glass Victus+| AnTuTu Score 595K+ | Vapour Cooling Chamber | 6000mAh Battery | 120Hz Super AMOLED Display| Without Charger",18499,25999,"10,520",4.1 out of 5 stars,https://www.amazon.in/Samsung-Thunder-Storage-Corning-Gorilla/dp/B0D813539C/ref=sr_1_34?dib=eyJ2IjoiMSJ9._L2-XbrDiQVb0mQ1-hCqD3S04S9wHukvEZpF_nkGFpsNdx_pCf0bIetn7SYxjtIITwFyXKe61baCIh72rStYskJfsPteBzkBq-KwCTFZ31eTLke5ndyuTwAqvIHQsKxAvLT6DgTAuz0BA8xa6Bv4zLriWMnjh0LmiE_Ql5q8W1Ilm06K8acFzroYQvmpsYMPfjsGbSx4FGw82WeWkRY_wMiPLxTpqudjc516bbBVltw.iMFHKIUuB45eoPMoalHgHW6QhyHZYetmu3SSogt-5mQ&dib_tag=se&keywords=mobile+phone+under+20000&qid=1750315688&sr=8-34
"Vivo Y39 5G (Ocean Blue, 8GB RAM, 256GB Storage) with No Cost EMI/Additional Exchange Offers",18999,23999,53,4.0 out of 5 stars,https://www.amazon.in/Ocean-Storage-Additional-Exchange-Offers/dp/B0DZCHJKV1/ref=sr_1_35?dib=eyJ2IjoiMSJ9._L2-XbrDiQVb0mQ1-hCqD3S04S9wHukvEZpF_nkGFpsNdx_pCf0bIetn7SYxjtIITwFyXKe61baCIh72rStYskJfsPteBzkBq-KwCTFZ31eTLke5ndyuTwAqvIHQsKxAvLT6DgTAuz0BA8xa6Bv4zLriWMnjh0LmiE_Ql5q8W1Ilm06K8acFzroYQvmpsYMPfjsGbSx4FGw82WeWkRY_wMiPLxTpqudjc516bbBVltw.iMFHKIUuB45eoPMoalHgHW6QhyHZYetmu3SSogt-5mQ&dib_tag=se&keywords=mobile+phone+under+20000&qid=1750315688&sr=8-35
"Redmi 14C 5G (Starlight Blue, 6GB RAM, 128GB Storage) | Superfast 4nm Snapdragon 4 Gen 2 | 120Hz 17.47cm (6.88”) Display | 5160mAh Battery | 50MP Dual Camera | Premium Starlight Design",11498,14999,789,4.0 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MjAyOTg4ODAzNjk2MTk0OjE3NTAzMTU2ODg6c3BfYnRmOjMwMDU3ODMyMzkzNjkzMjo6MDo6&url=%2FRedmi-Starlight-Storage-Superfast-Snapdragon%2Fdp%2FB0DQV9T66N%2Fref%3Dsr_1_37_sspa%3Fdib%3DeyJ2IjoiMSJ9._L2-XbrDiQVb0mQ1-hCqD3S04S9wHukvEZpF_nkGFpsNdx_pCf0bIetn7SYxjtIITwFyXKe61baCIh72rStYskJfsPteBzkBq-KwCTFZ31eTLke5ndyuTwAqvIHQsKxAvLT6DgTAuz0BA8xa6Bv4zLriWMnjh0LmiE_Ql5q8W1Ilm06K8acFzroYQvmpsYMPfjsGbSx4FGw82WeWkRY_wMiPLxTpqudjc516bbBVltw.iMFHKIUuB45eoPMoalHgHW6QhyHZYetmu3SSogt-5mQ%26dib_tag%3Dse%26keywords%3Dmobile%2Bphone%2Bunder%2B20000%26qid%3D1750315688%26sr%3D8-37-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
